"","tree","plot","site","species","week","year","week_rwc_link","time","date_wp","mpa_mean","lwc_mean","mean_swc_per_dry_g","mean_swc_g","date_rwc","type","branch","date","lwm_g","ldm_g","l_cm","d_cm","area_cm2","lma_g_cm2","alas_cm2_per_mm2","sla_cm_g","leaf_count","lwa_g_cm2","ldmc"
"643",2011,"Weathertop","LL","blue oak",17,0,18,"md",2022-04-25,1.69666666666667,0.770461251747166,1.25981608454489,0.0536666666666667,"2022-05-04","stem",3,2022-04-25,0.776,0.428,0.93,0.13075,28.311,0.0151177987354738,5.2713510817496,66.1471962616822,7,0.0116476781373949,0.253582131322921
"644",2011,"Weathertop","LL","blue oak",21,0,21,"md",2022-05-25,2.22,NA,0.924263186841599,0.3958,"2022-05-25","leaf",2,2022-05-23,0.445,0.235,0.8,0.10075,15.039,0.0156260389653567,4.71605625630897,63.9957446808511,5,NA,0.202714968151672
"645",2011,"Weathertop","LL","blue oak",17,0,18,"md",2022-04-25,1.69666666666667,0.770461251747166,0.963560450938417,0.353233333333333,"2022-05-04","leaf",1,2022-04-25,0.781,0.431,1.2,0.115,27.748,0.015532651001874,6.67861075374505,64.3805104408353,7,0.0119673057338557,0.309057954217743
"646",2011,"Weathertop","LL","blue oak",21,0,21,"md",2022-05-25,2.22,NA,1.18422825624225,0.0516,"2022-05-25","stem",1,2022-05-23,0.636,0.336,0.92,0.13375,21.451,0.0156636054263205,3.81689390851449,63.8422619047619,8,NA,0.221019441403185
"647",2012,"Low","Cucu Mesa","blue oak",19,1,19,"md",2022-05-09,2.45666666666667,0.850194552529183,1.15252112365263,0.144,"2022-05-09","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",2012,"Low","Cucu Mesa","blue oak",29,NA,30,"md",2022-07-19,3.68333333333333,0.582327586206896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",2012,"Low","Cucu Mesa","blue oak",19,0,19,"md",2022-05-09,2.45666666666667,0.850194552529183,1.43145588235294,0.05485,"2022-05-09","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",2012,"Low","Cucu Mesa","blue oak",19,0,19,"md",2022-05-09,2.45666666666667,0.850194552529183,1.14560991796751,0.300366666666667,"2022-05-09","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",2012,"Low","Cucu Mesa","blue oak",19,1,19,"pd",NA,NA,NA,1.15252112365263,0.144,"2022-05-09","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",2012,"Low","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,4.1735,0.656576480042861,0.821978134111277,0.4202,"2022-09-15","leaf",3,2022-09-12,0.2651,0.1552,7.55,0.054,10.73,0.0144641192917055,11.712843205597,69.1365979381443,5,0.00949680053146804,0.158824675442775
"653",2012,"Low","Cucu Mesa","blue oak",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-07-19,0.767,0.458,3.28,0.13825,28.44,0.0161040787623066,4.73641163631784,62.0960698689956,9,NA,NA
"654",2012,"Low","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,4.1735,0.656576480042861,0.821978134111277,0.4202,"2022-09-15","leaf",1,2022-09-12,0.0999,0.0605,7.54,0.05025,4.153,0.0145677823260294,5.23528014582325,68.6446280991735,3,0.00956486324165498,0.0685569394429565
"655",2012,"Low","Cucu Mesa","blue oak",29,NA,30,"pd",2022-07-19,2.63,0.637818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",2012,"Low","Cucu Mesa","blue oak",19,0,19,"pd",NA,NA,NA,1.14560991796751,0.300366666666667,"2022-05-09","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",2012,"Low","Cucu Mesa","blue oak",14,0,15,"md",NA,NA,NA,1.2774135868842,0.2612,"2022-04-14","stem",3,2022-04-04,0.131,0.048,0.92,NA,5.928,0.00809716599190283,NA,123.5,5,NA,0.0362151108717988
"658",2012,"Low","Cucu Mesa","blue oak",37,1,37,"pd",2022-09-15,2.4035,0.722444622364558,1.06347598824716,0.118533333333333,"2022-09-15","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",2012,"Low","Cucu Mesa","blue oak",17,NA,18,"md",2022-04-27,2.50333333333333,0.971066907775769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",2012,"Low","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,4.1735,0.656576480042861,0.821978134111277,0.4202,"2022-09-15","leaf",2,2022-09-12,0.3599,0.2326,10.86,0.05375,16.17,0.0143846629560915,17.8157130889065,69.518486672399,8,0.00944463137031349,0.220562130463684
"661",2012,"Low","Cucu Mesa","blue oak",19,0,19,"pd",NA,NA,NA,1.43145588235294,0.05485,"2022-05-09","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",2012,"Low","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,4.1735,0.656576480042861,0.940573828819819,0.1258,"2022-09-15","stem",3,2022-09-12,0.2651,0.1552,7.55,0.054,10.73,0.0144641192917055,11.712843205597,69.1365979381443,5,0.00949680053146804,0.141635067308694
"663",2012,"Low","Cucu Mesa","blue oak",37,1,37,"md",2022-09-15,4.1735,0.656576480042861,1.06347598824716,0.118533333333333,"2022-09-15","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",2012,"Low","Cucu Mesa","blue oak",14,0,15,"md",NA,NA,NA,1.34895243692528,0.330166666666667,"2022-04-14","leaf",2,2022-04-04,0.342,0.126,1.3,0.06575,13.729,0.00917765314298201,10.1087514404829,108.960317460317,7,NA,0.0854264834889609
"665",2012,"Low","Cucu Mesa","blue oak",15,0,15,"md",2022-04-13,1.44133333333333,0.977623062876194,1.34895243692528,0.330166666666667,"2022-04-14","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",2012,"Low","Cucu Mesa","blue oak",17,NA,18,"pd",2022-04-27,1.2195,1.04239766081871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",2012,"Low","Cucu Mesa","blue oak",17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2022-04-27,0.3999,0.1996,0.792,0.0755,15.298,0.0130474571839456,8.54261591831872,76.6432865731463,7,NA,NA
"668",2012,"Low","Cucu Mesa","blue oak",NA,NA,NA,"pd",NA,NA,1.67787916741218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",2012,"Low","Cucu Mesa","blue oak",14,0,15,"md",NA,NA,NA,1.34895243692528,0.330166666666667,"2022-04-14","leaf",3,2022-04-04,0.131,0.048,0.92,NA,5.928,0.00809716599190283,NA,123.5,5,NA,0.0343605113039131
"670",2012,"Low","Cucu Mesa","blue oak",14,0,15,"md",NA,NA,NA,1.34895243692528,0.330166666666667,"2022-04-14","leaf",1,2022-04-04,0.355,0.141,0.5,NA,13.289,0.0106102791782677,NA,94.2482269503546,4,NA,0.0946338933415705
"671",2012,"Low","Cucu Mesa","blue oak",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2022-07-19,0.453,0.281,2.48,0.11725,18.08,0.0155420353982301,4.18622773470056,64.3416370106761,8,NA,NA
"672",2012,"Low","Cucu Mesa","blue oak",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2022-07-19,0.404,0.247,1.5,0.0995,14.727,0.0167719155292999,4.73498113060649,59.6234817813765,4,NA,NA
"673",2012,"Low","Cucu Mesa","blue oak",14,1,15,"pd",2022-04-04,0.505,1.67787916741218,1.14240359937586,0.1424,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",2012,"Low","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,4.1735,0.656576480042861,0.940573828819819,0.1258,"2022-09-15","stem",1,2022-09-12,0.0999,0.0605,7.54,0.05025,4.153,0.0145677823260294,5.23528014582325,68.6446280991735,3,0.00956486324165498,0.060435103044622
"675",2012,"Low","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,4.1735,0.656576480042861,0.940573828819819,0.1258,"2022-09-15","stem",2,2022-09-12,0.3599,0.2326,10.86,0.05375,16.17,0.0143846629560915,17.8157130889065,69.518486672399,8,0.00944463137031349,0.198265588854799
"676",2012,"Low","Cucu Mesa","blue oak",14,1,15,"md",NA,NA,NA,1.14240359937586,0.1424,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",2012,"Low","Cucu Mesa","blue oak",NA,0,22,NA,NA,NA,NA,0.911172161172161,0.022,"2022-05-27","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",2012,"Low","Cucu Mesa","blue oak",NA,NA,NA,"md",NA,NA,1.38810097833683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",2012,"Low","Cucu Mesa","blue oak",15,1,15,"md",2022-04-13,1.44133333333333,0.977623062876194,1.14240359937586,0.1424,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",2012,"Low","Cucu Mesa","blue oak",17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2022-04-27,0.3077,0.1517,0.73,0.07725,12.928,0.0117342202970297,6.89579741910377,85.2208305866842,7,NA,NA
"681",2012,"Low","Cucu Mesa","blue oak",15,0,15,"pd",NA,NA,NA,1.2774135868842,0.2612,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",2012,"Low","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.505,1.67787916741218,1.34895243692528,0.330166666666667,"2022-04-14","leaf",2,2022-04-04,0.342,0.126,1.3,0.06575,13.729,0.00917765314298201,10.1087514404829,108.960317460317,7,0.0153989930143444,0.0854264834889609
"683",2012,"Low","Cucu Mesa","blue oak",21,NA,21,"md",2022-05-25,3.00471428571429,0.741751990898748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",2012,"Low","Cucu Mesa","blue oak",15,1,15,"pd",NA,NA,NA,1.14240359937586,0.1424,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",2012,"Low","Cucu Mesa","blue oak",14,0,15,"md",NA,NA,NA,1.2774135868842,0.2612,"2022-04-14","stem",2,2022-04-04,0.342,0.126,1.3,0.06575,13.729,0.00917765314298201,10.1087514404829,108.960317460317,7,NA,0.0897810888946427
"686",2012,"Low","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,2.4035,0.722444622364558,0.821978134111277,0.4202,"2022-09-15","leaf",2,2022-09-12,0.3599,0.2326,10.86,0.05375,16.17,0.0143846629560915,17.8157130889065,69.518486672399,8,0.010392122397155,0.220562130463684
"687",2012,"Low","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,2.4035,0.722444622364558,0.821978134111277,0.4202,"2022-09-15","leaf",3,2022-09-12,0.2651,0.1552,7.55,0.054,10.73,0.0144641192917055,11.712843205597,69.1365979381443,5,0.0104495251995321,0.158824675442775
"688",2012,"Low","Cucu Mesa","blue oak",17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-04-27,0.4637,0.2805,3.147,0.10525,16.266,0.017244559203246,4.67397824084995,57.9893048128342,8,NA,NA
"689",2012,"Low","Cucu Mesa","blue oak",NA,0,22,NA,NA,NA,NA,0.828476035327418,0.197333333333333,"2022-05-27","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",2012,"Low","Cucu Mesa","blue oak",15,0,15,"pd",NA,NA,NA,1.34895243692528,0.330166666666667,"2022-04-14","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",2012,"Low","Cucu Mesa","blue oak",21,NA,21,"pd",2022-05-25,2.607,0.851851851851852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",2012,"Low","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.505,1.67787916741218,1.34895243692528,0.330166666666667,"2022-04-14","leaf",3,2022-04-04,0.131,0.048,0.92,NA,5.928,0.00809716599190283,NA,123.5,5,0.0135860661328921,0.0343605113039131
"693",2012,"Low","Cucu Mesa","blue oak",15,0,15,"md",2022-04-13,1.44133333333333,0.977623062876194,1.2774135868842,0.2612,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",2012,"Low","Cucu Mesa","blue oak",14,0,15,"md",NA,NA,NA,1.2774135868842,0.2612,"2022-04-14","stem",1,2022-04-04,0.355,0.141,0.5,NA,13.289,0.0106102791782677,NA,94.2482269503546,4,NA,0.0994068311977549
"695",2012,"Low","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,2.4035,0.722444622364558,0.940573828819819,0.1258,"2022-09-15","stem",2,2022-09-12,0.3599,0.2326,10.86,0.05375,16.17,0.0143846629560915,17.8157130889065,69.518486672399,8,0.010392122397155,0.198265588854799
"696",2012,"Low","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,2.4035,0.722444622364558,0.940573828819819,0.1258,"2022-09-15","stem",3,2022-09-12,0.2651,0.1552,7.55,0.054,10.73,0.0144641192917055,11.712843205597,69.1365979381443,5,0.0104495251995321,0.141635067308694
"697",2012,"Low","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,2.4035,0.722444622364558,0.821978134111277,0.4202,"2022-09-15","leaf",1,2022-09-12,0.0999,0.0605,7.54,0.05025,4.153,0.0145677823260294,5.23528014582325,68.6446280991735,3,0.0105244160012174,0.0685569394429565
"698",2012,"Low","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.505,1.67787916741218,1.2774135868842,0.2612,"2022-04-14","stem",2,2022-04-04,0.342,0.126,1.3,0.06575,13.729,0.00917765314298201,10.1087514404829,108.960317460317,7,0.0153989930143444,0.0897810888946427
"699",2012,"Low","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.505,1.67787916741218,1.34895243692528,0.330166666666667,"2022-04-14","leaf",1,2022-04-04,0.355,0.141,0.5,NA,13.289,0.0106102791782677,NA,94.2482269503546,4,0.0178027663936426,0.0946338933415705
"700",2012,"Low","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,2.4035,0.722444622364558,0.940573828819819,0.1258,"2022-09-15","stem",1,2022-09-12,0.0999,0.0605,7.54,0.05025,4.153,0.0145677823260294,5.23528014582325,68.6446280991735,3,0.0105244160012174,0.060435103044622
"701",2012,"Low","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.505,1.67787916741218,1.2774135868842,0.2612,"2022-04-14","stem",3,2022-04-04,0.131,0.048,0.92,NA,5.928,0.00809716599190283,NA,123.5,5,0.0135860661328921,0.0362151108717988
"702",2012,"Low","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.505,1.67787916741218,1.2774135868842,0.2612,"2022-04-14","stem",1,2022-04-04,0.355,0.141,0.5,NA,13.289,0.0106102791782677,NA,94.2482269503546,4,0.0178027663936426,0.0994068311977549
"703",2013,"Low","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.7244,1.56633183235192,1.9,1.2888,"2022-04-14","stem",1,2022-04-04,0.536,0.177,4.25,0.09775,21.807,0.00811665978814142,7.26461358888016,123.203389830508,10,0.0127133825985367,0.08521906596052
"704",2013,"Low","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.7244,1.56633183235192,1.9,1.2888,"2022-04-14","stem",3,2022-04-04,0.658,0.209,3.86,0.108,24.131,0.0086610583896233,6.58533595979171,115.459330143541,12,0.0135660914575256,0.0990990990990991
"705",2013,"Low","Cucu Mesa","blue oak",19,0,19,"pd",NA,NA,NA,0.975333793791738,0.238533333333333,"2022-05-09","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",2013,"Low","Cucu Mesa","blue oak",29,NA,30,"pd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",2013,"Low","Cucu Mesa","blue oak",14,0,15,"md",2022-04-04,1.6,1.29703712607908,1.6109865470852,0.4311,"2022-04-14","leaf",3,2022-04-04,0.658,0.209,3.86,0.108,24.131,0.0086610583896233,6.58533595979171,115.459330143541,12,0.0112337142824801,0.114836013669839
"708",2013,"Low","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.7244,1.56633183235192,1.6109865470852,0.4311,"2022-04-14","leaf",1,2022-04-04,0.536,0.177,4.25,0.09775,21.807,0.00811665978814142,7.26461358888016,123.203389830508,10,0.0127133825985367,0.0989940334218665
"709",2013,"Low","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,2.0305,0.718999704054454,0.997758431079471,1.1221,"2022-09-15","leaf",2,2022-09-12,0.4767,0.2923,14.94,0.097,19.706,0.0148330457728611,6.6666113477923,67.417037290455,8,0.0106649555209133,0.22657888430326
"710",2013,"Low","Cucu Mesa","blue oak",NA,NA,NA,"pd",NA,NA,1.56633183235192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",2013,"Low","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,2.0305,0.718999704054454,0.997758431079471,1.1221,"2022-09-15","leaf",3,2022-09-12,0.4259,0.2541,16.65,0.099,16.88,0.015053317535545,5.48216598182062,66.4305391578119,7,0.0108233308530946,0.202978223169285
"712",2013,"Low","Cucu Mesa","blue oak",14,0,15,"md",2022-04-04,1.6,1.29703712607908,1.6109865470852,0.4311,"2022-04-14","leaf",2,2022-04-04,0.34,0.126,0.58,NA,13.067,0.00964261115787863,NA,103.706349206349,4,0.012506824664113,0.0725394219151771
"713",2013,"Low","Cucu Mesa","blue oak",14,1,15,"md",2022-04-04,1.6,1.29703712607908,1.61056568489949,0.689,"2022-04-14","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",2013,"Low","Cucu Mesa","blue oak",14,1,15,"md",2022-04-04,1.6,1.29703712607908,1.256735340729,0.0793,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",2013,"Low","Cucu Mesa","blue oak",14,0,15,"md",2022-04-04,1.6,1.29703712607908,1.9,1.2888,"2022-04-14","stem",3,2022-04-04,0.658,0.209,3.86,0.108,24.131,0.0086610583896233,6.58533595979171,115.459330143541,12,0.0112337142824801,0.0990990990990991
"716",2013,"Low","Cucu Mesa","blue oak",19,0,19,"md",2022-05-09,2.11233333333333,0.909960852544585,1.37722404751374,0.0979333333333333,"2022-05-09","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",2013,"Low","Cucu Mesa","blue oak",14,1,15,"pd",2022-04-04,0.7244,1.56633183235192,1.256735340729,0.0793,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",2013,"Low","Cucu Mesa","blue oak",14,0,15,"md",2022-04-04,1.6,1.29703712607908,1.6109865470852,0.4311,"2022-04-14","leaf",1,2022-04-04,0.536,0.177,4.25,0.09775,21.807,0.00811665978814142,7.26461358888016,123.203389830508,10,0.0105276090849726,0.0989940334218665
"719",2013,"Low","Cucu Mesa","blue oak",17,NA,18,"pd",2022-04-27,1.198,1.22927689594356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",2013,"Low","Cucu Mesa","blue oak",14,1,15,"pd",2022-04-04,0.7244,1.56633183235192,1.61056568489949,0.689,"2022-04-14","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",2013,"Low","Cucu Mesa","blue oak",19,0,19,"pd",NA,NA,NA,1.37722404751374,0.0979333333333333,"2022-05-09","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",2013,"Low","Cucu Mesa","blue oak",NA,1,22,NA,NA,NA,NA,0.983783783783784,0.0728,"2022-05-27","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",2013,"Low","Cucu Mesa","blue oak",NA,NA,NA,"md",NA,NA,1.31666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",2013,"Low","Cucu Mesa","blue oak",15,0,15,"pd",NA,NA,NA,1.6109865470852,0.4311,"2022-04-14","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",2013,"Low","Cucu Mesa","blue oak",14,0,15,"md",2022-04-04,1.6,1.29703712607908,1.9,1.2888,"2022-04-14","stem",2,2022-04-04,0.34,0.126,0.58,NA,13.067,0.00964261115787863,NA,103.706349206349,4,0.012506824664113,0.0621915103652517
"726",2013,"Low","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.7244,1.56633183235192,1.6109865470852,0.4311,"2022-04-14","leaf",2,2022-04-04,0.34,0.126,0.58,NA,13.067,0.00964261115787863,NA,103.706349206349,4,0.0151035288035771,0.0725394219151771
"727",2013,"Low","Cucu Mesa","blue oak",14,0,15,"md",2022-04-04,1.6,1.29703712607908,1.9,1.2888,"2022-04-14","stem",1,2022-04-04,0.536,0.177,4.25,0.09775,21.807,0.00811665978814142,7.26461358888016,123.203389830508,10,0.0105276090849726,0.08521906596052
"728",2013,"Low","Cucu Mesa","blue oak",15,1,15,"pd",NA,NA,NA,1.61056568489949,0.689,"2022-04-14","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",2013,"Low","Cucu Mesa","blue oak",15,1,15,"pd",NA,NA,NA,1.256735340729,0.0793,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",2013,"Low","Cucu Mesa","blue oak",29,NA,30,"md",2022-07-19,3.96666666666667,0.597010869565217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",2013,"Low","Cucu Mesa","blue oak",37,1,37,"pd",2022-09-15,2.0305,0.718999704054454,0.953541076487252,0.3366,"2022-09-15","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",2013,"Low","Cucu Mesa","blue oak",37,1,37,"pd",2022-09-15,2.0305,0.718999704054454,0.837387288662784,0.31095,"2022-09-15","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",2013,"Low","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.7244,1.56633183235192,1.9,1.2888,"2022-04-14","stem",2,2022-04-04,0.34,0.126,0.58,NA,13.067,0.00964261115787863,NA,103.706349206349,4,0.0151035288035771,0.0621915103652517
"734",2013,"Low","Cucu Mesa","blue oak",17,NA,18,"md",2022-04-27,2.29,1.06927374301676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",2013,"Low","Cucu Mesa","blue oak",NA,0,22,NA,NA,NA,NA,1.34161425166162,0.130233333333333,"2022-05-27","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",2013,"Low","Cucu Mesa","blue oak",21,NA,21,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",2013,"Low","Cucu Mesa","blue oak",21,NA,21,"pd",2022-05-25,2.104,0.85792349726776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",2013,"Low","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.7244,1.56633183235192,1.6109865470852,0.4311,"2022-04-14","leaf",3,2022-04-04,0.658,0.209,3.86,0.108,24.131,0.0086610583896233,6.58533595979171,115.459330143541,12,0.0135660914575256,0.114836013669839
"739",2013,"Low","Cucu Mesa","blue oak",15,1,15,"md",2022-04-13,1.1585,1.16748730107117,1.61056568489949,0.689,"2022-04-14","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",2013,"Low","Cucu Mesa","blue oak",15,1,15,"md",2022-04-13,1.1585,1.16748730107117,1.256735340729,0.0793,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",2013,"Low","Cucu Mesa","blue oak",19,0,19,"md",2022-05-09,2.11233333333333,0.909960852544585,0.975333793791738,0.238533333333333,"2022-05-09","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",2013,"Low","Cucu Mesa","blue oak",19,1,19,"pd",NA,NA,NA,1.08515005520426,0.20335,"2022-05-09","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",2013,"Low","Cucu Mesa","blue oak",19,1,19,"md",2022-05-09,2.11233333333333,0.909960852544585,1.08515005520426,0.20335,"2022-05-09","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",2013,"Low","Cucu Mesa","blue oak",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2022-07-19,0.893,0.55,4.9,0.177,32.635,0.01685307185537,3.31579148252673,59.3363636363636,12,NA,NA
"745",2013,"Low","Cucu Mesa","blue oak",NA,0,22,NA,NA,NA,NA,1.06503838949271,0.445566666666667,"2022-05-27","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",2013,"Low","Cucu Mesa","blue oak",15,0,15,"pd",NA,NA,NA,1.9,1.2888,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",2013,"Low","Cucu Mesa","blue oak",15,0,15,"md",2022-04-13,1.1585,1.16748730107117,1.9,1.2888,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",2013,"Low","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,2.0305,0.718999704054454,0.997758431079471,1.1221,"2022-09-15","leaf",1,2022-09-12,0.5693,0.3663,13.89,0.0845,23.469,0.0156078230857727,10.4623993821608,64.0704340704341,6,0.0112220201796048,0.268536883504413
"749",2013,"Low","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,2.0305,0.718999704054454,0.847575706505626,0.3327,"2022-09-15","stem",2,2022-09-12,0.4767,0.2923,14.94,0.097,19.706,0.0148330457728611,6.6666113477923,67.417037290455,8,0.0106649555209133,0.25643146733609
"750",2013,"Low","Cucu Mesa","blue oak",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-07-19,0.436,0.258,4.58,0.1495,14.733,0.0175117084096925,2.0982582088101,57.1046511627907,7,NA,NA
"751",2013,"Low","Cucu Mesa","blue oak",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2022-07-19,1.077,0.627,3.63,0.16325,NA,NA,NA,NA,14,NA,NA
